频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率.1,帧率,音频,ffprobe探测时间,实际检测次数,有效检测率,首次出现时间,当前动态评分,当前检测置信度,长 GOP 预判,轮播预判,总采样次数,有效采样次数,动态样本次数,历史动态评分,历史置信度,主 phash,主 phash 出现次数,重复指数,时间跨度覆盖度,phash 集中度,锚点一致率,最大连续重复长度,单天最大连续重复,轮播源评分,轮播源等级,静态源评分,静态源等级,是否夜间停播
RTC Televisión Urabá (720p),https://cdn.amelbasoluciones.co:8081/rtcurabalive/index.m3u8,RTCTelevision.co@SD,,,,https://i.imgur.com/qvtaUdp.jpeg,General,1280x720,iptv-org-all.txt,469,200,成功,h264,1280x720,30.0,有音频,1.432,14,1.0,2601162217-hash-merge,6.666666666666665,6,0,0,14,14,13,7.142857142857139,14,f43c98778a98278b,1,0.0714,0.0714,0.2143,0.0714,0.0714,1.0,13.9286,无轮播特征,21.8429,动态源,0
Sankara TV (576p),https://cdn-3.pishow.tv/live/1135/master.m3u8,SankaraTV.in@SD,,,,https://i.imgur.com/2z0bDRD.png,Religious,424x240,iptv-org-all.txt,212,200,成功,h264,424x240,25.0,有音频,10.118,14,1.0,2601162217-hash-merge,0.0,6,0,0,14,14,14,0.0,14,cc4c43c37ad0fa72,1,0.0714,0.0714,0.2143,0.0714,0.0714,1.0,13.9286,无轮播特征,18.0,动态源,0
Sono Onda TV (720p),https://live.obslivestream.com/sonoondatv/index.m3u8,SonoOndaTV.ec@SD,,,,https://i.imgur.com/HWHeqWY.png,Undefined,1024x576,iptv-org-all.txt,888,200,成功,h264,1024x576,25.0,有音频,3.838,14,1.0,2601162217-hash-merge,40.0,6,1,0,14,14,14,0.0,14,9d968f8b3754c183,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,31.2,疑似动态源,0
Saudia Radio (1080p),https://live.kwikmotion.com/sbrksasaudiaradiolive/srpksasaudiaradio/playlist.m3u8,SaudiaRadio.sa@SD,,,,https://i.imgur.com/CvrR7wW.png,Undefined,1920x1080,iptv-org-all.txt,762,200,成功,h264,1920x1080,30.0,有音频,2.381,14,1.0,2601162217-hash-merge,66.66666666666667,6,1,0,14,14,13,7.142857142857139,14,bc2131bcc3923fc3,1,0.0714,0.0714,0.2143,0.1429,0.0714,1.0,15.3571,无轮播特征,41.6429,疑似动态源,0
RSelvaTV,https://live.obslivestream.com/selvatv/index.m3u8,RSelvaTV.pe@SD,,,,https://i.imgur.com/DAK5ZnD.png,News,1280x720,iptv-org-all.txt,454,200,成功,h264,1280x720,29.97002997002997,有音频,1.805,14,1.0,2601162217-hash-merge,6.666666666666665,6,0,0,14,14,13,7.142857142857139,14,eaea5b9394b4b510,1,0.0714,0.0714,0.2143,0.0714,0.0714,1.0,13.9286,无轮播特征,21.8429,动态源,0
Ribera TV (576p),https://common01.todostreaming.es/live/ribera-livestream.m3u8,RiberaTV.es@SD,,,,https://i.imgur.com/mPvSubP.png,General,1280x720,iptv-org-all.txt,1150,200,成功,h264,1280x720,50.0,有音频,2.914,14,0.9285714285714286,2601162217-hash-merge,40.0,6,1,0,14,13,13,0.0,13,d6d5d08a9586ae35,1,0.0714,0.0714,0.2143,0.2308,0.0714,1.0,17.1154,无轮播特征,31.2,疑似动态源,0
RTV Zenica (720p),https://stream.rtvze.ba/live/123/123.m3u8,RTVZenica.ba@SD,,,,https://i.imgur.com/TKUaflB.png,Undefined,1280x720,iptv-org-all.txt,1289,200,成功,h264,1280x720,50.0,有音频,6.072,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,12,14.285714285714292,14,bff5c382006cc9cb,1,0.0714,0.0714,0.2143,0.2143,0.0714,1.0,16.7857,无轮播特征,54.2857,疑似静态源,0
Rede NGT (1080p),https://isaocorp.cloudecast.com/ngt/index.m3u8,RedeNGT.br@SD,,,,https://i.imgur.com/ZFN1R4B.png,Entertainment,1280x720,iptv-org-all.txt,787,200,成功,h264,1280x720,59.94005994005994,有音频,4.32,14,1.0,2601162217-hash-merge,0.0,6,0,0,14,14,14,0.0,14,93696ea43c2e68ad,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,18.0,动态源,0
Ruta66 TV (720p),https://cnn.livestreaminggroup.info:3796/live/ruta66tvlive.m3u8,Ruta66TV.do@SD,,,,https://i.imgur.com/oY4Xfvq.png,General,1920x1080,iptv-org-all.txt,404,200,成功,h264,1920x1080,29.97002997002997,有音频,1.834,14,1.0,2601162217-hash-merge,19.999999999999996,6,1,0,14,14,14,0.0,14,c496b6f3331c9585,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,24.6,动态源,0
RTSH 24 (1080p),http://178.33.11.6:8696/live/rtsh24/playlist.m3u8,RTSH24.al@SD,,,,https://i.postimg.cc/qRr871Yp/rtsh24.png,News,1280x720,iptv-org-all.txt,520,200,成功,h264,1280x720,25.0,有音频,2.157,14,0.9285714285714286,2601162217-hash-merge,26.66666666666667,6,1,0,14,13,13,0.0,13,d863a76dc1ac7183,1,0.0714,0.0714,0.2143,0.0769,0.0714,1.0,14.0385,无轮播特征,26.8,疑似动态源,0
South Park: Kenny Collection,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/646b1404ee6a2f00082b5d66/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b20e621-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=2bb056de-ea61-4da1-b4ce-b4ebf8e2b486,,,,,,Undefined,426x240,iptv-org-all.txt,124,200,成功,h264,426x240,30.0,有音频,3.544,14,1.0,2601162217-hash-merge,0.0,6,0,0,14,14,14,0.0,14,cdc36763d91a303c,2,0.1429,0.3571,0.2857,0.1429,0.0714,1.0,22.5,无轮播特征,19.0,动态源,0
Sony One Hits Comedie (1080p),https://7aa9671895264ec9a384dfed1b992171.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-818-FR-SONYONEHITSCOMDIE-LG_FR/playlist.m3u8,SonyOneHitsComedie.fr@HD,,,,https://i.imgur.com/8sHuxxS.png,Movies,384x216,iptv-org-all.txt,733,200,成功,h264,384x216,29.97002997002997,有音频,1.193,14,1.0,2601162217-hash-merge,40.0,6,1,0,14,14,14,0.0,14,99b926ad64c5341f,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,31.2,疑似动态源,0
Sony One Hits Action (1080p),https://5098a8b860504a3690fd2e7c0a18d68f.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-817-FR-SONYONEHITSACTION-LG_FR/playlist.m3u8,SonyOneHitsAction.fr@HD,,,,https://i.imgur.com/pXsZEsR.png,Movies,384x216,iptv-org-all.txt,722,200,成功,h264,384x216,29.97002997002997,有音频,2.939,14,1.0,2601162217-hash-merge,6.666666666666665,6,0,0,14,14,14,0.0,14,ccb533a58c9c3363,2,0.1429,0.1429,0.2857,0.0,0.1429,1.0,17.8571,无轮播特征,22.2,动态源,0
Squirrel 2 (1080p),http://176.65.146.237:8401/play/a09i/index.m3u8,Squirrel2.es,,,,https://i.imgur.com/BDv4ubA.png,Series,1920x1080,iptv-org-all.txt,308,200,成功,h264,1920x1080,25.0,有音频,2.663,14,1.0,2601162217-hash-merge,0.0,6,0,0,14,14,14,0.0,14,ab1dc03f8deb14e0,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,18.0,动态源,0
Serially Crime (720p),https://ixmediasrl-seriallycrime-1-it.rakuten.wurl.tv/playlist.m3u8,,,,,,Undefined,1280x720,iptv-org-all.txt,694,200,成功,h264,1280x720,29.97002997002997,有音频,2.676,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,9,35.71428571428571,14,d02f9bf09219999b,1,0.0714,0.0714,0.2143,0.7143,0.0714,1.0,26.7857,轻微轮播特征,59.2143,疑似静态源,0
Sistema Michoacano de TV (1080p) [Not 24/7],https://s5.mexside.net:1936/enlinea/enlinea/playlist.m3u8,SistemaMichoacanodeTV.mx@SD,,,,https://i.imgur.com/7MXF4Fd.png,Undefined,1920x1080,iptv-org-all.txt,642,200,成功,h264,1920x1080,30.0,有音频,0.79,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,8,42.85714285714286,14,c3fc03bad403bac5,3,0.2143,0.6429,0.3571,0.5,0.0714,1.0,36.7857,轻微轮播特征,62.8571,疑似静态源,0
RTSH 2 (1080p),http://178.33.11.6:8696/live/rtsh2/playlist.m3u8,RTSH2.al@SD,,,,https://i.postimg.cc/Mph7C6mM/rtsh2.png,General,1280x720,iptv-org-all.txt,671,200,成功,h264,1280x720,25.0,有音频,1.819,14,0.9285714285714286,2601162217-hash-merge,26.66666666666667,6,1,0,14,13,13,0.0,13,d6f3613f91946905,1,0.0714,0.0714,0.2143,0.2308,0.0714,1.0,17.1154,无轮播特征,26.8,疑似动态源,0
sixx,https://dash4.antik.sk/live/test_sixx_tizen/playlist.m3u8,sixx.de@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Sixx_Logo.svg/512px-Sixx_Logo.svg.png,Undefined,1920x1080,iptv-org-all.txt,1664,200,成功,h264,1920x1080,25.0,有音频,2.542,14,1.0,2601162217-hash-merge,6.666666666666665,6,0,0,14,14,14,0.0,14,b0266734d3368f66,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,20.2,动态源,0
South Park: Kenny Collection,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65df47f428730900089f83ac/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7c0256-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=b0b2f363-167e-451a-adeb-0cf7f5e4e242,,,,,,Undefined,426x240,iptv-org-all.txt,95,200,成功,h264,426x240,30.0,有音频,3.636,14,1.0,2601162217-hash-merge,0.0,6,0,0,14,14,14,0.0,14,e93c364b17734343,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,18.0,动态源,0
South Park: Stan Collection,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65df48ba28730900089f8480/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7c0258-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=a92d95d6-dc1d-4fe9-9b4e-e63efabae635,,,,,,Undefined,426x240,iptv-org-all.txt,96,200,成功,h264,426x240,30.0,有音频,3.588,14,1.0,2601162217-hash-merge,0.0,6,0,0,14,14,14,0.0,14,cc9f13a0b6bcc853,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,18.0,动态源,0
Salem News Channel [Geo-blocked],https://amg00732-salemnewsfast-amg00732c2-xumo-us-1316.playouts.now.amagi.tv/snc-xm/playlist.m3u8,,,,,,Undefined,426x240,iptv-org-all.txt,1075,200,成功,h264,426x240,29.97002997002997,有音频,3.105,14,1.0,2601162217-hash-merge,6.666666666666665,6,0,0,14,14,13,7.142857142857139,14,fb8f86b80df17081,1,0.0714,0.0714,0.2143,0.2143,0.0714,1.0,16.7857,无轮播特征,21.8429,动态源,0
Savane TV,https://savane24.tv:5443/LiveApp/streams/Y4fyif69Q0ll6MeH2190896734859843.m3u8,SavaneTV.bf@SD,,,,https://i.imgur.com/mv3S1Zc.png,General,1280x720,iptv-org-all.txt,625,200,成功,h264,1280x720,30.0,有音频,2.891,14,0.8571428571428571,2601162217-hash-merge,19.999999999999996,6,1,0,14,12,12,0.0,12,f6598c9966336692,1,0.0714,0.0714,0.2143,0.0833,0.0714,1.0,14.1667,无轮播特征,24.6,动态源,0
RFH (1080p),http://58bd5b7a98e04.streamlock.net/medienasa-live/RFH_high/playlist.m3u8,RFH.de@SD,,,,https://i.imgur.com/8DZa7in.png,General,1920x1080,iptv-org-all.txt,320,200,成功,h264,1920x1080,25.0,有音频,2.072,14,1.0,2601162217-hash-merge,0.0,6,0,0,14,14,13,7.142857142857139,14,9240cdb7f6993346,1,0.0714,0.0714,0.2143,0.0714,0.0714,1.0,13.9286,无轮播特征,19.6429,动态源,0
Sayare TV (720p) [Not 24/7],https://goliveafrica.media:9998/live/636dedfa327d7/index.m3u8,SayareTV.ke@SD,,,,https://i.imgur.com/M2Fnxj7.png,Religious,1920x1080,iptv-org-all.txt,50,200,成功,h264,1920x1080,30.0,有音频,5.04,14,0.21428571428571427,2601162217-hash-merge,40.0,6,1,0,14,3,3,0.0,3,97313a9f699087c3,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,31.2,疑似动态源,0
Stingray Urban Beat (1080p),https://lotus.stingray.com/manifest/ose-133ads-montreal/samsungtvplus/master.m3u8,StingrayUrbanBeat.ca@SD,,,,https://i.imgur.com/Os3kRRP.png,Music,1920x1080,iptv-org-all.txt,89,200,成功,h264,1920x1080,29.97002997002997,有音频,0.726,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,10,28.57142857142857,14,9be9648733129c7c,2,0.1429,0.5714,0.2857,0.3571,0.0714,1.0,30.0,轻微轮播特征,58.5714,疑似静态源,0
Stingray Flashback 70s (1080p),https://lotus.stingray.com/manifest/ose-115ads-montreal/samsungtvplus/master.m3u8,StingrayFlashback70s.ca@SD,,,,https://i.imgur.com/jf5C9QF.png,Music,1920x1080,iptv-org-all.txt,630,200,成功,h264,1920x1080,29.97002997002997,有音频,0.614,14,1.0,2601162217-hash-merge,46.666666666666664,6,0,0,14,14,7,50.0,14,cde10c66974636cd,1,0.0714,0.0714,0.2143,0.5,0.0714,1.0,22.5,无轮播特征,44.9,疑似动态源,0
Sangeet Bangla (720p),https://cdn-4.pishow.tv/live/1143/master.m3u8,SangeetBangla.in@SD,,,,https://ltsk-cdn.s3.eu-west-1.amazonaws.com/jumpstart/Temp_Live/cdn/HLS/Channel/transparentImages/Sangeet%20Bangla.png,Music,424x240,iptv-org-all.txt,1506,200,成功,h264,424x240,25.0,有音频,10.103,14,1.0,2601162217-hash-merge,0.0,6,0,0,14,14,14,0.0,14,a3436e9c58b95939,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,18.0,动态源,0
Sony Channel,https://fl1.moveonjoy.com/Sony_Movie_Channel/index.m3u8,SonyChannel.mx@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Sony_Channel_Logo.png/512px-Sony_Channel_Logo.png,Undefined,1280x720,iptv-org-all.txt,207,200,成功,h264,1280x720,29.97002997002997,有音频,3.516,14,0.9285714285714286,2601162217-hash-merge,13.33333333333333,6,0,0,14,13,13,0.0,13,d0dadb6929191e4e,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,22.4,动态源,0
RCTV (576p) [Not 24/7],https://v10.siar.us/rctv/live/playlist.m3u8,RCTV.id@SD,,,,https://i.postimg.cc/DZRB5rpD/rctv.png,Undefined,854x480,iptv-org-all.txt,575,200,成功,h264,854x480,25.0,有音频,3.202,14,0.8571428571428571,2601162217-hash-merge,0.0,6,0,0,14,12,12,0.0,12,92ba41c4aea56bda,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,18.0,动态源,0
RDN (1080p) [Not 24/7],https://mlb.essastream.com:8081/rdntv/tracks-v1a1/mono.m3u8,RDN.do@SD,,,,https://i.imgur.com/x02CGSW.png,News,1920x1080,iptv-org-all.txt,350,200,成功,h264,1920x1080,29.97002997002997,有音频,1.69,14,1.0,2601162217-hash-merge,6.666666666666665,6,0,0,14,14,14,0.0,14,d3f5af8631958588,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,20.2,动态源,0
Revry,https://99d8b4b6.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWV1X1JldnJ5X0hMUw/playlist.m3u8,Revry.us@Poland,,,,https://i.imgur.com/XuTUaq4.png,Lifestyle,384x216,iptv-org-all.txt,851,200,成功,h264,384x216,29.97002997002997,有音频,2.071,14,1.0,2601162217-hash-merge,6.666666666666665,6,0,0,14,14,14,0.0,14,944b3eb5c09c6b72,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,20.2,动态源,0
Sound View Community Media Government (480p),https://livestream.telvue.com/soundviewcmt3/f7b44cfafd5c52223d5498196c8a2e7b.sdp/playlist.m3u8,,,,,,Undefined,416x234,iptv-org-all.txt,701,200,成功,h264,416x234,29.97002997002997,有音频,5.763,14,1.0,2601162217-hash-merge,0.0,6,0,0,14,14,13,7.142857142857139,14,85d5380d4b3ed3c3,1,0.0714,0.0714,0.2143,0.0714,0.0714,1.0,13.9286,无轮播特征,19.6429,动态源,0
Sound View Community Media Education (480p),https://livestream.telvue.com/soundviewcmt2/f7b44cfafd5c52223d5498196c8a2e7b.sdp/playlist.m3u8,SoundViewCommunityMedia.us@SD,,,,https://i.imgur.com/3gASzGc.png,General,416x234,iptv-org-all.txt,751,200,成功,h264,416x234,29.97002997002997,有音频,13.362,14,1.0,2601162217-hash-merge,0.0,6,0,0,14,14,14,0.0,14,a0b3c7b959e054cd,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,18.0,动态源,0
Sangeet Bhojpuri (576p),https://cdn-4.pishow.tv/live/1293/master.m3u8,SangeetBhojpuri.in@SD,,,,https://jiotvimages.cdn.jio.com/dare_images/images/Sangeet_Bhojpuri.png,Music,424x240,iptv-org-all.txt,1313,200,成功,h264,424x240,25.0,有音频,10.096,14,1.0,2601162217-hash-merge,0.0,6,0,0,14,14,14,0.0,14,b5c84f3712370e69,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,18.0,动态源,0
Sky News Extra 3 (1080p),https://skynewsau-live.akamaized.net/hls/live/2002691/skynewsau-extra3/master.m3u8,SkyNewsExtra3.au@SD,,,,https://i.imgur.com/ZsPb8nL.png,News,640x360,iptv-org-all.txt,727,200,成功,h264,640x360,25.0,有音频,6.713,14,1.0,2601162217-hash-merge,19.999999999999996,6,0,0,14,14,14,0.0,14,8e6934aed1d43327,7,0.5,0.9286,1.0,0.5,0.2143,1.0,60.7143,明显轮播特征,32.6,疑似动态源,0
RTI 1 (1080p) [Not 24/7],http://69.64.57.208:8080/rti1/playlist.m3u8,RTI1.ci@SD,,,,https://i.imgur.com/TybQZQS.png,General,1280x720,iptv-org-all.txt,121,200,成功,h264,1280x720,50.0,有音频,1.164,14,0.9285714285714286,2601162217-hash-merge,19.999999999999996,6,0,0,14,13,13,0.0,13,81c9eae7bc390d15,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,24.6,动态源,0
Real Disaster Channel,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/64e89cfc9c1e3900084ca663/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7bdb42-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=24208564-c527-4b10-9747-f554361463a7,,,,,,Undefined,426x240,iptv-org-all.txt,289,200,成功,h264,426x240,30.0,有音频,3.77,14,0.9285714285714286,2601162217-hash-merge,0.0,6,0,0,14,13,13,0.0,13,c4b9c738cf91ce60,1,0.0714,0.0714,0.2143,0.0769,0.0714,1.0,14.0385,无轮播特征,18.0,动态源,0
RTV Meppel (720p),https://d2eanln3bsfb0d.cloudfront.net/nlpo/clr-nlpo/rtvmeppel/index.m3u8,RTVMeppel.nl@SD,,,,https://i.postimg.cc/BvtN27Qs/rtvmeppel.png,General,1280x720,iptv-org-all.txt,1008,200,成功,h264,1280x720,25.0,有音频,11.476,14,1.0,2601162217-hash-merge,26.66666666666667,6,1,0,14,14,14,0.0,14,807c577e87b78a82,2,0.1429,0.4286,0.2857,0.0,0.0714,1.0,20.7143,无轮播特征,27.8,疑似动态源,0
Regio TV Stuttgart (1080p),https://regiotv-s.iptv-playoutcenter.de/regiotv-s/regiotv-s.stream_1/playlist.m3u8,RegioTVStuttgart.de@SD,,,,https://i.imgur.com/3koyLef.png,Undefined,1920x1080,iptv-org-all.txt,2715,200,成功,h264,1920x1080,25.0,有音频,3.775,14,1.0,2601162217-hash-merge,0.0,6,0,0,14,14,14,0.0,14,a0e06cabd77623e2,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,18.0,动态源,0
RTL Radio Web TV (1080p),https://rtlradio-streaming.rtl.lu/rtlradiowebtv/smil:rtlradiowebtv/playlist.m3u8,RTLWebRadioTV.lu@SD,,,,https://i.imgur.com/qyc8LsE.png,General,640x360,iptv-org-all.txt,557,200,成功,h264,640x360,25.0,有音频,3.125,14,1.0,2601162217-hash-merge,26.66666666666667,6,0,0,14,14,14,0.0,14,c8379fc9266035cb,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,26.8,疑似动态源,0
Rules of Engagement,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/64be635a40962900080aaca5/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b209802-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=dd3f1fc3-4840-421b-aa93-6670bb219b9a,,,,,,Undefined,426x240,iptv-org-all.txt,96,200,成功,h264,426x240,30.0,有音频,3.437,14,1.0,2601162217-hash-merge,6.666666666666665,6,0,0,14,14,14,0.0,14,e3cf9d439842e16c,1,0.0714,0.0714,0.2143,0.0714,0.0714,1.0,13.9286,无轮播特征,20.2,动态源,0
Sky News Extra 2 (540p) [Not 24/7],https://skynewsau-live.akamaized.net/hls/live/2002690/skynewsau-extra2/master.m3u8,SkyNewsExtra2.au@SD,,,,https://i.imgur.com/ZsPb8nL.png,News,640x360,iptv-org-all.txt,909,200,成功,h264,640x360,25.0,有音频,6.31,14,1.0,2601162217-hash-merge,26.66666666666667,6,0,0,14,14,14,0.0,14,8e6934aed1d43327,7,0.5,0.7143,1.0,0.2857,0.2143,1.0,53.2143,明显轮播特征,34.8,疑似动态源,0
Sony One Series Comedie (1080p),https://4f2a3e1ff5274297b115cf0f7da1c2cd.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-819-FR-SONYONESRIESCOMDIE-LG_FR/playlist.m3u8,SonyOneSeriesComedie.fr@HD,,,,https://i.ibb.co/ns4Md77B/FR-FAST-Plex-Comedy-TV-logo-dark.png,Series,384x216,iptv-org-all.txt,658,200,成功,h264,384x216,29.97002997002997,有音频,1.278,14,1.0,2601162217-hash-merge,6.666666666666665,6,0,0,14,14,14,0.0,14,d0a327e79b896686,2,0.1429,0.4286,0.2857,0.0714,0.0714,1.0,22.1429,无轮播特征,21.2,动态源,0
RNN (720p) [Not 24/7],https://2-fss-2.streamhoster.com/pl_120/206532-5753030-1/playlist.m3u8,RNN.do@SD,,,,https://i.imgur.com/12Z9qPw.png,News,1920x1080,iptv-org-all.txt,153,200,成功,h264,1920x1080,29.97002997002997,有音频,0.602,14,1.0,2601162217-hash-merge,6.666666666666665,6,0,0,14,14,14,0.0,14,d8f2f68cc642a11f,1,0.0714,0.0714,0.2143,0.0714,0.0714,1.0,13.9286,无轮播特征,20.2,动态源,0
San José TV (1080p),https://rtmp.info/sanjosetv/envivo/playlist.m3u8,SanJoseTV.cr@SD,,,,https://i.ibb.co/mbB8hqL/blanco-crop.png,Religious,1920x1080,iptv-org-all.txt,1238,200,成功,h264,1920x1080,59.94005994005994,有音频,2.013,14,0.7857142857142857,2601162217-hash-merge,13.33333333333333,6,0,0,14,11,11,0.0,11,994f666d46bcb091,1,0.0714,0.0714,0.2143,0.2727,0.0714,1.0,17.9545,无轮播特征,22.4,动态源,0
Sports TV (720p) [Geo-blocked],https://live.sportstv.com.tr/hls/low/sportstv.m3u8,SportsTV.tr@SD,,,,https://i.postimg.cc/sXMS2194/sportstv.png,Sports,1920x1080,iptv-org-all.txt,1202,200,成功,h264,1920x1080,30.0,有音频,4.911,14,1.0,2601162217-hash-merge,0.0,6,0,0,14,14,14,0.0,14,d3936c65cf370432,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,18.0,动态源,0
Shubh Cinema TV (720p),https://d393sxaxig6bax.cloudfront.net/out/v1/589cf2cf44bf42bb941e817a2240d62e/index.m3u8,ShubhCinemaTV.in@SD,,,,https://i.imgur.com/RQhorAG.png,Movies,384x288,iptv-org-all.txt,1677,200,成功,h264,384x288,25.0,有音频,6.449,14,1.0,2601162217-hash-merge,19.999999999999996,6,0,0,14,14,14,0.0,14,98ef96c9e3844ba2,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,24.6,动态源,0
Senal Digital TV [Not 24/7],https://soportedvb.click:3494/live/senaldigitaltvlive.m3u8,SenalDigitalTV.do@HD,,,,https://imgur.com/KGqUu1X.jpg,General,1280x720,iptv-org-all.txt,838,200,成功,h264,1280x720,29.97002997002997,有音频,1.639,14,0.8571428571428571,2601162217-hash-merge,19.999999999999996,6,1,0,14,12,10,16.666666666666657,12,819727ac190f0efe,1,0.0714,0.0714,0.2143,0.1667,0.0714,1.0,15.8333,无轮播特征,28.4333,疑似动态源,0
Sky News Extra 1 (540p),https://skynewsau-live.akamaized.net/hls/live/2002689/skynewsau-extra1/master.m3u8,SkyNewsExtra1.au@SD,,,,https://i.imgur.com/ZsPb8nL.png,News,640x360,iptv-org-all.txt,1095,200,成功,h264,640x360,25.0,有音频,5.906,14,1.0,2601162217-hash-merge,66.66666666666667,6,1,0,14,14,14,0.0,14,8e6934aed1d43327,7,0.5,1.0,0.9286,0.2857,0.1429,1.0,55.0,明显轮播特征,47.0,疑似动态源,0
Star Trek Voyager,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/634dacf51d90320007fcd5fa/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2bd7a4-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=234402c1-3013-44bc-8b1d-c32ced363ff7,,,,,,Undefined,426x240,iptv-org-all.txt,357,200,成功,h264,426x240,30.0,有音频,3.064,14,1.0,2601162217-hash-merge,6.666666666666665,6,0,0,14,14,14,0.0,14,8d9dd2b576269226,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,20.2,动态源,0
