﻿频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,帧率,音频,ffprobe探测时间,fake_score,loop_score
Kabbalah for the People (Israel) (504p) [Not 24/7],https://edge3.uk.kab.tv/live/tv66-heb-high/playlist.m3u8,KabbalahforthePeopleIsrael.il@SD,,,,https://i.imgur.com/VxAHOgr.png,Religious,896x504,iptv-org-all.txt,1332,200,成功,h264,25.0,有音频,2.207,8,8
La 1 UHD (2160p),http://176.65.146.237:8401/play/a09u/index.m3u8,La1.es@UHD,,,,https://i.imgur.com/1jDS9UC.png,General;Public,3840x2160,iptv-org-all.txt,611,200,成功,hevc,50.0,有音频,4.694,54,44
LHCAZTV,https://cdn3.wowza.com/5/cHYzekYzM2kvTVFH/lakehavasucity/G0643_003/playlist.m3u8,LakeHavasuCity4.us@SD,,,,https://yt3.googleusercontent.com/ytc/AIdro_lQ_vy6By43AoSdSQbFUzQePU0NWWIM-uzsAqnbbQXAql4=s512,Legislative,640x360,iptv-org-all.txt,368,200,成功,h264,25.0,有音频,1.056,39,33
King of Queens,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62f4f414c2ba130007f8b24e/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7ac9d7-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=4a0db601-9852-43bd-90bd-3b44aed929f7,,,,,,Undefined,426x240,iptv-org-all.txt,43,200,成功,h264,30.0,有音频,0.944,7,5
Living Faith TV (540p),https://cdn-unified-hls.streamspot.com/ingest1/0b5c0f18e9/playlist.m3u8?origin=1,LivingFaithTV.us@SD,,,,https://i.imgur.com/FuNpesJ.png,Religious,1280x720,iptv-org-all.txt,437,200,成功,h264,29.97002997002997,有音频,0.282,8,8
KTVO-DT2 (720p),https://cvtv.cvalley.net/hls/KTVOCBS/KTVOCBS.m3u8,KTVODT2.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/CBS_logo_%282020%29.svg/512px-CBS_logo_%282020%29.svg.png,General,640x360,iptv-org-all.txt,16,200,成功,h264,29.97002997002997,有音频,1.692,17,13
LGTV (1080p),https://livestream.telvue.com/lexmedia3/f7b44cfafd5c52223d5498196c8a2e7b.sdp/lexmedia3/stream1/playlist.m3u8,LGTV.us@SD,,,,https://i.imgur.com/d5w2pT4.png,Legislative,1920x1080,iptv-org-all.txt,543,200,成功,h264,29.97002997002997,有音频,2.912,8,8
Kiss Kiss TV (1080p),https://58f12ffd2447a.streamlock.net/KKMulti/livestream/playlist.m3u8,KissKissTV.it@SD,,,,https://i.imgur.com/ja6c2YZ.png,Music,1920x1080,iptv-org-all.txt,691,200,成功,h264,25.0,有音频,2.576,8,8
Martin County MCTV (Martin County FL) (720p),https://cdn3.wowza.com/5/UWpORHhLSEs5SkJs/martin/G0074_002/playlist.m3u8,MartinCountyTV.us@SD,,,,https://i.imgur.com/7VzlbLp.png,Legislative,1280x720,iptv-org-all.txt,359,200,成功,h264,25.0,有音频,0.991,8,8
KSHB 41 (Kansas City MO) (720p),https://content.uplynk.com/channel/50d0fa1b042945a3a4f550f9b8412c83.m3u8,KSHBDT1.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/NBC_logo_2022_%28vertical%29.svg/512px-NBC_logo_2022_%28vertical%29.svg.png,General,960x540,iptv-org-all.txt,23,200,成功,h264,29.97002997002997,有音频,2.955,50,44
LoveWorld USA (720p),https://cdn3.wowza.com/5/RGtVZkFxL3FOQkxX/LWU/ngrp:lwu.stream_all/playlist.m3u8,,,,,,Undefined,1280x720,iptv-org-all.txt,442,200,成功,h264,29.97002997002997,有音频,1.676,8,8
Life Downunder (720p),https://wtfn-lifedownunder-1-nz.samsung.wurl.tv/playlist.m3u8,,,,,,Undefined,1280x720,iptv-org-all.txt,1952,200,成功,h264,29.97002997002997,有音频,1.308,8,8
Inside Outside (720p),https://all3media-international-insideoutside-1-au.samsung.wurl.tv/playlist.m3u8,,,,,,Undefined,1280x720,iptv-org-all.txt,1571,200,成功,h264,29.97002997002997,有音频,1.162,8,8
KaufBei TV (576p),https://api.alpaca.t62a.com/hls/9103/index.m3u8,KaufBeiTV.de@SD,,,,https://i.imgur.com/CVJWiM0.png,Shop,640x360,iptv-org-all.txt,1387,200,成功,h264,25.0,有音频,4.005,25,21
Kitchen Battles,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62fb66c867976d0007647e54/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7ac9d8-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=7365288d-1759-489b-ada9-95b3a3131d09,,,,,,Undefined,426x240,iptv-org-all.txt,47,200,成功,h264,30.0,有音频,1.983,129,105
Legislative Assembly of Ontario Committees (room 1),https://temp2.isilive.ca/live/_definst_/ontla/committee_1-en/playlist.m3u8,,,,,,Undefined,1280x720,iptv-org-all.txt,1185,200,成功,h264,29.97002997002997,有音频,0.755,38,32
Lacrosse TV (720p),https://1840769862.rsc.cdn77.org/FTF/LSN_SCTE.m3u8,LacrosseTV.us@SD,,,,https://yt3.googleusercontent.com/ytc/AIdro_m_xSJFydxZ9QBU-85OuchjmzS0Bo0_Tukmk7to8hBfyl8=s512-c-k-c0x00ffffff-no-rj,Sports,1280x720,iptv-org-all.txt,1902,200,成功,h264,30.0,有音频,1.368,8,8
Legislative Assembly of El Salvador (1080p) [Not 24/7],https://streaming.asamblea.gob.sv/hls/plenariahd.m3u8,LegislativeAssemblyofElSalvador.sv@SD,,,,https://i.imgur.com/OBuiCyb.png,Legislative,1920x1080,iptv-org-all.txt,1863,200,成功,h264,59.94005994005994,有音频,1.865,18,16
Loveworld TV (1080p) [Not 24/7],https://cdn3.wowza.com/5/L1Uzd2FrbVlLRG1W/live/smil:lwukweb.smil/playlist.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,864,200,成功,h264,25.0,有音频,0.691,8,8
Kohavision,https://gjirafa-video-live.gjirafa.net/gjvideo-livestream/lj9-pxm-o53-rp0/tracks-v4a1/mono.m3u8,Kohavision.xk@SD,,,,https://i.imgur.com/LOi9yma.png,News,1920x1080,iptv-org-all.txt,175,200,成功,h264,30.0,有音频,0.707,8,8
iTV Turkish Music,https://ca1.buximedia.com/itv/turkish/tracks-v1a1/mono.m3u8,iTVTurkishMusic.ca@HD,,,,https://i.ibb.co/pvLQmQK7/itv.png,Music,1920x1080,iptv-org-all.txt,564,200,成功,h264,25.0,有音频,0.726,8,8
Lawndale City TV (720p),https://reflect-live-lawndale.cablecast.tv/live-4/live/live.m3u8,CityTVLawndale.us@SD,,,,https://i.imgur.com/vFWUTyj.png,General,1920x1080,iptv-org-all.txt,564,200,成功,h264,30.0,有音频,4.283,8,8
Limón TV (1080p) [Not 24/7],http://k4.usastreams.com/limontv1/limontv1/playlist.m3u8,LimonTV.cr@SD,,,,https://i.ibb.co/rdpcv7C/1689421727166.jpg,General,1920x1080,iptv-org-all.txt,145,200,成功,h264,29.97002997002997,有音频,0.557,8,8
Legislative Assembly of Ontario (without interpretation),https://temp2.isilive.ca/live/_definst_/ontla/house-en-cc/playlist.m3u8,,,,,,Undefined,1280x720,iptv-org-all.txt,1509,200,成功,h264,29.97002997002997,有音频,0.906,68,56
iTV Indian Music,https://ca1.buximedia.com/itv/indian/tracks-v1a1/mono.m3u8,iTVIndianMusic.ca@HD,,,,https://i.ibb.co/pvLQmQK7/itv.png,Music,1920x816,iptv-org-all.txt,570,200,成功,h264,25.0,有音频,0.671,8,8
KSHB-DT2 (720p),https://cvtv.cvalley.net/hls/KSHBCozi/KSHBCozi.m3u8,KSHBDT2.us@SD,,,,https://i.imgur.com/RRzEuPr.png,Entertainment,704x480,iptv-org-all.txt,17,200,成功,h264,29.97002997002997,有音频,1.185,9,9
KTVO-DT3 (720p),https://cvtv.cvalley.net/hls/KTVOComet/KTVOComet.m3u8,KTVODT3.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Comet_logo.svg/512px-Comet_logo.svg.png,Entertainment,720x480,iptv-org-all.txt,16,200,成功,h264,,有音频,1.155,9,9
ITV Persian Music (1080p),https://ca1.buximedia.com/itv/persian/tracks-v1a1/mono.m3u8,ITVPersianMusic.ir@SD,,,,https://i.ibb.co/pvLQmQK7/itv.png,Music,1920x1080,iptv-org-all.txt,572,200,成功,h264,30.0,有音频,0.735,8,8
Life! Christian Broadcasting Network (360p),https://2-fss-2.streamhoster.com/pl_138/200226-1359204-1/playlist.m3u8,KSCEDT1.us@SD,,,,https://i.imgur.com/FioxUa3.png,Religious,640x360,iptv-org-all.txt,52,200,成功,h264,30.0,有音频,0.361,9,9
Mazhavil Manorama (396p),https://yuppmedtaorire.akamaized.net/v1/master/a0d007312bfd99c47f76b77ae26b1ccdaae76cb1/mazhavilmanorama_nim_https/050522/mazhavilmanorama/playlist.m3u8,MazhavilManorama.in@SD,,,,https://i.imgur.com/fjgzW20.png,Entertainment,384x216,iptv-org-all.txt,120,200,成功,h264,25.0,有音频,3.102,7,5
Inside Outside (720p),https://all3media-international-insideoutside-1-nz.samsung.wurl.tv/playlist.m3u8,,,,,,Undefined,1280x720,iptv-org-all.txt,1543,200,成功,h264,29.97002997002997,有音频,1.467,8,8
Master Video (1080p),https://5fd5567570c0e.streamlock.net/222/stream/playlist.m3u8,MasterVideo.pr@SD,,,,https://i.imgur.com/0jj9Vx0.png,Religious,1280x720,iptv-org-all.txt,636,200,成功,h264,29.97002997002997,有音频,1.445,8,8
Mango Mobile TV (1080p),https://amg01911-mangotv-amg01911c1-xiaomi-in-1270.playouts.now.amagi.tv/playlist/amg01911-mangomassmedia-mangotv-xiaomiin/playlist.m3u8,MangoMobileTV.in@HD,,,,https://dvvlqr1rtlak3.cloudfront.net/Mango/MANGOTVLOGO.jpg,Entertainment,1280x720,iptv-org-all.txt,866,200,成功,h264,29.97002997002997,有音频,1.638,8,8
Kontra Channel (1080p),https://kontralive.siliconweb.com/live/kontratv/playlist.m3u8,KontraChannel.gr@SD,,,,https://kontrachannel.gr/images/kontrachannel24.png,General,1920x1080,iptv-org-all.txt,1807,200,成功,h264,25.0,有音频,3.023,8,8
Le Meilleur d'Arthur,https://amg02393-awpg-amg02393c2-rakuten-uk-2464.playouts.now.amagi.tv/playlist/amg02393-awpg-lemeilleurdarthur-rakutenuk/playlist.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,679,200,成功,h264,29.97002997002997,有音频,1.719,8,8
Maverick Black Cinema (1080p),https://maverick-maverick-black-cinema-3-us.roku.wurl.tv/playlist.m3u8,MaverickBlackCinema.us@SD,,,,https://images.fubo.tv/station_logos/maverick_black_cinema_c.png,Movies,1920x1080,iptv-org-all.txt,1824,200,成功,h264,29.97002997002997,有音频,1.873,8,8
KYOU-DT5 (720p),https://cvtv.cvalley.net/hls/KYOUGrit/KYOUGrit.m3u8,KYOUDT5.us@SD,,,,https://i.imgur.com/6w1Wj3j.png,Entertainment,640x480,iptv-org-all.txt,16,200,成功,h264,,有音频,1.168,10,10
KiKA HD,https://dash4.antik.sk/live/test_kika_tizen/playlist.m3u8,KiKA.de@HD,,,,https://i.imgur.com/vZdNp5S.png,Kids,1280x720,iptv-org-all.txt,2048,200,成功,h264,25.0,有音频,1.820,8,8
ITSF,https://streams2.sofast.tv/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/20a0ac30-d157-4400-8f64-3c52b37c645c/manifest.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,828,200,成功,h264,25.0,有音频,2.795,88,72
Investigation,https://amg00346-vizioono-investigation-xumo-us.amagi.tv/playlist.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,1033,200,成功,h264,29.97002997002997,有音频,1.296,8,8
Kaloopy TV (720p),https://d35j504z0x2vu2.cloudfront.net/v1/master/0bc8e8376bd8417a1b6761138aa41c26c7309312/kaloopy/master.m3u8,KaloopyTV.us@SD,,,,https://i.ibb.co/Kcg56MFt/long-logo-kaloopy.jpg,Lifestyle,1280x720,iptv-org-all.txt,79,200,成功,h264,23.976023976023978,有音频,1.762,9,9
KMIZ-DT2 (720p),https://cvtv.cvalley.net/hls/KMIZMeTV/KMIZMeTV.m3u8,KMIZDT2.us@SD,,,,,Entertainment,720x480,iptv-org-all.txt,18,200,成功,h264,29.97002997002997,有音频,1.222,8,8
Just.fishing,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/61b33085897b9d000702b72e/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1e2704-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=40e61b35-9683-4394-86ae-756247e07690,,,,,,Undefined,426x240,iptv-org-all.txt,52,200,成功,h264,30.0,有音频,2.445,77,61
Ishwar Bhakti TV (720p),https://6n3yow8pl9ok-hls-live.5centscdn.com/ishwartvlive/tv.stream/playlist.m3u8,IshwarBhaktiTV.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_ISHWAR_TV/images/LOGO_HD/image.png,Religious,640x360,iptv-org-all.txt,1388,200,成功,h264,25.0,有音频,1.141,9,9
KSHB-DT3 (720p),https://cvtv.cvalley.net/hls/KSHBLaff/KSHBLaff.m3u8,KSHBDT3.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/1/1e/LAFF_logo.png,Comedy,704x480,iptv-org-all.txt,16,200,成功,h264,29.97002997002997,有音频,1.173,9,9
MBC America (1080p),https://cdn-us-east-prod-ingest-infra-dacast-com.akamaized.net/624ff8f9-db18-da92-4d42-896fa2ff3eb3/source/index.m3u8,MBCAmerica.us@SD,,,,https://i.imgur.com/RRc23ra.png,Culture;Entertainment;Music,1920x1080,iptv-org-all.txt,1085,200,成功,h264,29.97002997002997,有音频,0.254,8,8
Light Channel (480p) [Not 24/7],http://streamer1.streamhost.org:1935/salive/GMIlcbgM/playlist.m3u8,LightChannel.ro@SD,,,,https://i.imgur.com/S3Fbf8T.png,Undefined,852x480,iptv-org-all.txt,972,200,成功,h264,25.0,有音频,1.390,38,32
Light Channel (576p) [Not 24/7],http://streamer1.streamhost.org:1935/salive/lctvde/playlist.m3u8,LightChannel.de@SD,,,,https://i.imgur.com/0OmBlfE.png,Religious,1024x576,iptv-org-all.txt,1481,200,成功,h264,25.0,有音频,1.929,8,8
iTV Afrobeats Music,https://ca1.buximedia.com/itv/afrobeats/tracks-v1a1/mono.m3u8,iTVAfrobeatsMusic.ca@HD,,,,https://i.ibb.co/pvLQmQK7/itv.png,Music,1920x1080,iptv-org-all.txt,268,200,成功,h264,30.0,有音频,0.671,8,8
Jimani TV (360p) [Geo-blocked],https://cloud2.streaminglivehd.com:1936/8246/8246/playlist.m3u8,JimaniTV.do@SD,,,,https://imgur.com/EPYHUSc.jpeg,General,854x480,iptv-org-all.txt,41,200,成功,h264,24.0,有音频,1.102,39,33
Legislative Assembly of Ontario Committees (room 2),https://lin13.isilive.ca/live/_definst_/ontla/committee_2-en/playlist.m3u8,,,,,,Undefined,1280x720,iptv-org-all.txt,1315,200,成功,h264,29.97002997002997,有音频,0.721,8,8
Kultkrimi: Derrick,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65dde5848145cb00083277f6/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=84adb622-4b92-11ef-aece-533610f1ea34&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=06a44c4a-5d6f-4b01-a53c-91e48d9ed4f6,,,,,,Undefined,426x240,iptv-org-all.txt,40,200,成功,h264,30.0,有音频,0.893,9,9
KYW-DT1,https://fl1.moveonjoy.com/PA_PHILADELPHIA_CBS/index.m3u8,KYWDT1.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/9/96/KYW-TV_CBS_2013_logo.png,General,1920x1080,iptv-org-all.txt,19,200,成功,h264,29.97002997002997,有音频,0.885,16,12
Lakewood CityTV (720p),https://dlttx48mxf9m3.cloudfront.net/vod_clients/lakewood/live/ch1/video.m3u8,CityTVLakewood.us@SD,,,,https://i.imgur.com/e1shzv9.png,General,1280x720,iptv-org-all.txt,1601,200,成功,h264,29.97002997002997,有音频,0.680,8,8
La Voz de Jesus HD (720p),https://live20.bozztv.com/giatvplayout7/giatv-208429/playlist.m3u8,LaVozdeJesusHD.do@HD,,,,https://gia.tv/streams/pstream/208429.png,Religious,1280x720,iptv-org-all.txt,155,200,成功,h264,29.97002997002997,有音频,1.036,8,8
Islam Channel Urdu,https://live-islamtv-urdu.simplestreamcdn.com/live13/islamtv_urdu/bitrate1.isml/live.m3u8,IslamChannelUrdu.uk@SD,,,,https://i.imgur.com/j1ZBAgg.png,Religious,1024x576,iptv-org-all.txt,637,200,成功,h264,25.0,有音频,1.633,16,12
Kulinar TV,https://api.alpaca.t62a.com/hls/9110/index.m3u8,KulinarTV.ru@SD,,,,https://smotret.tv/images/kulinar-tv.webp,Cooking,640x360,iptv-org-all.txt,109,200,成功,h264,25.0,有音频,3.764,25,21
KRCG-DT1 (720p),https://cvtv.cvalley.net/hls/KRCGCBS/KRCGCBS.m3u8,KRCGDT1.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/CBS_logo_%282020%29.svg/512px-CBS_logo_%282020%29.svg.png,General,720x480,iptv-org-all.txt,17,200,成功,h264,29.97002997002997,有音频,1.609,8,8
Lahore News (720p) [Not 24/7],https://vcdn.dunyanews.tv/lahorelive/ngrp:lnews_1_all/playlist.m3u8,LahoreNews.pk@SD,,,,https://i.imgur.com/bQfQeEA.jpeg,News,284x160,iptv-org-all.txt,2224,200,成功,h264,50.0,有音频,7.306,9,9
Jyotish Duniya (1080p),https://d35j504z0x2vu2.cloudfront.net/v1/master/0bc8e8376bd8417a1b6761138aa41c26c7309312/jyotish-duniya/master.m3u8,JyotishDuniya.in@SD,,,,https://i.imgur.com/WwRcpYj.png,Religious,1280x720,iptv-org-all.txt,88,200,成功,h264,25.0,有音频,2.482,8,8
Lompoc TAP TV Channel 24 (720p),https://livestream.telvue.com/lompoccmttv2/f7b44cfafd5c52223d5498196c8a2e7b.sdp/playlist.m3u8,TAPTVChannel24.us@SD,,,,https://i.imgur.com/5mhYHtD.png,General,416x234,iptv-org-all.txt,2058,200,成功,h264,29.97002997002997,有音频,1.607,7,5
Just.fishing,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/61b33085897b9d000702b72e/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=bc8441a4-4b91-11ef-8a44-83c5e90e038f&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=4054ebe5-daab-4ba7-b43b-a2cf1cd66202,,,,,,Undefined,426x240,iptv-org-all.txt,45,200,成功,h264,30.0,有音频,1.896,9,9
Litus TV (720p),https://stream.arcast.com.ar/litustv/ngrp:litustv_all/playlist.m3u8,LitusTV.ar@SD,,,,https://i.imgur.com/QIGSf4L.png,General,416x234,iptv-org-all.txt,434,200,成功,h264,25.0,有音频,2.330,18,18
Lena TV [Not 24/7],https://5790d294af2dc.streamlock.net/lenaratv/lenaratv/playlist.m3u8,LenaTV.do@SD,,,,https://www.vivalivetv.com/public/files/shows/0/1/3232-294x165-FFFFFF.jpg,General,1088x614,iptv-org-all.txt,1598,200,成功,h264,30.0,有音频,0.866,8,8
Leominster TV Public (720p) [Not 24/7],https://livestream.telvue.com/leominster1/f7b44cfafd5c52223d5498196c8a2e7b.sdp/playlist.m3u8,LeominsterTVPublic.us@SD,,,,https://i.imgur.com/lTzoshf.png,General,,iptv-org-all.txt,1756,200,成功,h264,,有音频,4.090,8,6
Jail,https://e85541db4ae943d9b5a09477d6b1d8ab.mediatailor.us-east-1.amazonaws.com/v1/master/44f73ba4d03e9607dcd9bebdcb8494d86964f1d8/RakutenTV-eu_Jail/playlist.m3u8,Jail.pl@Poland,,,,,Comedy,1280x720,iptv-org-all.txt,1617,200,成功,h264,29.97002997002997,有音频,1.048,8,8
Lompoc TAP TV Channel 25 (720p),https://livestream.telvue.com/lompoccmttv3/f7b44cfafd5c52223d5498196c8a2e7b.sdp/playlist.m3u8,TAPTVChannel25.us@SD,,,,https://i.imgur.com/5mhYHtD.png,General,416x234,iptv-org-all.txt,1707,200,成功,h264,29.97002997002997,有音频,1.252,9,9
KITV 4 Island News (720p),https://fuel-streaming-prod01.fuelmedia.io/v1/sem/c4067ddc-0e67-4928-b7ec-624481f721a6.m3u8,KITVDT1.us@SD,,,,https://i.imgur.com/pj0O5nu.png,General,,iptv-org-all.txt,522,200,成功,h264,,有音频,1.262,38,30
Kingsview TV (1080p),https://j78dp6reyq5r-hls-live.5centscdn.com/4896_push_1963_001/00cb1f2e4ff89048f2e77e26940c00e6.sdp/playlist.m3u8,KingsviewTV.ng@SD,,,,https://i.imgur.com/py1XOXX.png,Entertainment,854x480,iptv-org-all.txt,1244,200,成功,h264,25.0,有音频,1.464,8,8
Lalegul TV (1080p),https://lbl.netmedya.net/hls/lalegultv.m3u8,LalegulTV.tr@SD,,,,https://i.imgur.com/wwCysFs.png,Religious,1280x720,iptv-org-all.txt,1530,200,成功,h264,25.0,有音频,0.979,8,8
LATV [Geo-blocked],https://amg00779-latv-amg00779c1-cineverse-us-1746.playouts.now.amagi.tv/playlist/amg00779-latvnetworkllc-latv-cineverseus/playlist.m3u8,LATV.us@SD,,,,https://i.imgur.com/fJxySUg.png,Entertainment,1280x720,iptv-org-all.txt,157,200,成功,h264,29.97002997002997,有音频,2.392,8,8
Island Luck TV,https://cdn3.wowza.com/5/dFA0TmRpeFdNVXhT/NetUp/ILTV.stream/playlist.m3u8,IslandLuckTV.bs@SD,,,,https://i.imgur.com/P0gDN5n.png,Entertainment,1280x720,iptv-org-all.txt,324,200,成功,h264,59.94005994005994,有音频,0.554,8,8
Liceum TV (576p),http://193.225.32.62:8890/live.m3u8,LiceumTV.hu@SD,,,,https://i.imgur.com/Hf122ZD.png,Culture;Education,1024x576,iptv-org-all.txt,256,200,成功,h264,25.0,有音频,1.133,8,8
Made in Hollywood,https://connection3-ent-nz.samsung.wurl.tv/playlist.m3u8,MadeInHollywood.us@SD,,,,https://i.imgur.com/p16HNIM.png,Movies,1280x720,iptv-org-all.txt,1412,200,成功,h264,29.97002997002997,有音频,1.318,8,8
MasMusica FM (720p),https://movil.ejeserver.com/live/masmusica.m3u8,MasMusicaFM.co@SD,,,,https://i.imgur.com/tCg7owd.png,Music,1280x720,iptv-org-all.txt,115,200,成功,h264,30.0,有音频,0.566,36,32
Lompoc TAP TV Channel 23 (720p),https://livestream.telvue.com/lompoccmttv1/f7b44cfafd5c52223d5498196c8a2e7b.sdp/playlist.m3u8,TAPTVChannel23.us@SD,,,,https://i.imgur.com/5mhYHtD.png,Undefined,416x234,iptv-org-all.txt,2224,200,成功,h264,29.97002997002997,有音频,3.470,9,9
Karibena [Not 24/7],https://live-player.egostreaming.pe/karibenatv_685a-pe-a5676-584412/index.fmp4.m3u8,Karibena.pe@SD,,,,https://i.imgur.com/cgHjg1e.png,Music,1280x720,iptv-org-all.txt,434,200,成功,h264,50.0,有音频,2.203,8,8
MagellanTV Now (1080p),https://amg00376-magellan-amg00376c5-samsung-au-1708.playouts.now.amagi.tv/playlist/amg00376-magellantv-magellantvnowww-samsungau/playlist.m3u8,MagellanTVNow.us@SD,,,,https://i.imgur.com/gEraSp5.png,Documentary,1920x1080,iptv-org-all.txt,1861,200,成功,h264,29.97002997002997,有音频,2.723,38,32
LPTV (1080p),https://livestream.telvue.com/lexmedia1/f7b44cfafd5c52223d5498196c8a2e7b.sdp/lexmedia1/stream1/playlist.m3u8,LPTV.us@SD,,,,https://i.imgur.com/d5w2pT4.png,General,1920x1080,iptv-org-all.txt,498,200,成功,h264,29.97002997002997,有音频,3.149,38,32
La Hermandad Salsera (1080p) [Not 24/7],https://streamlov.alsolnet.com/hermandadsalsera/live/playlist.m3u8,LaHermandadSalsera.co@SD,,,,https://i.imgur.com/7Wlt6bc.png,Music,1920x1080,iptv-org-all.txt,1778,200,成功,h264,30.0,有音频,1.515,15,13
Legislative Assembly TV Nunavut,http://temp2.isilive.ca/live/nunavut/live-eng/index.m3u8,LegislativeAssemblyTVNunavut.ca@SD,,,,https://i.imgur.com/wY9WhYS.png,Legislative,1280x720,iptv-org-all.txt,1153,200,成功,h264,30.0,有音频,0.444,8,8
Lenca Television Canal 40 (720p) [Not 24/7],https://lencatelevision.com/hls/stream.m3u8,LencaTV.hn@SD,,,,https://i.imgur.com/fc5IHSy.png,News,854x480,iptv-org-all.txt,1958,200,成功,h264,30.0,有音频,2.068,116,92
La Que Buena Atlanta,https://streamyes.alsolnet.com/quebuenaatlanta/live/index.m3u8,LaQueBuenaAtlanta.us@SD,,,,https://iili.io/JysD2a4.png,Music,1280x720,iptv-org-all.txt,1286,200,成功,h264,30.0,有音频,0.843,8,8
LiraTV (720p),https://cloud2.streaminglivehd.com:1936/liratv/liratv/playlist.m3u8,LiraTV.es@SD,,,,https://i.imgur.com/hBswXYZ.png,Music,1280x720,iptv-org-all.txt,40,200,成功,h264,30.0,有音频,1.204,8,8
Justicia TV (720p),https://live-scjn.ovp-vivaro.digital/ovp-origin/638a22b47746d/playlist.m3u8,JusticiaTV.mx@SD,,,,https://i.imgur.com/zyAS1hk.png,Legislative,1280x720,iptv-org-all.txt,1771,200,成功,h264,29.97002997002997,有音频,0.484,8,8
Iran International (720p),https://dev-live.livetvstream.co.uk/LS-63503-4/index.m3u8,IranInternational.uk@SD,,,,https://i.imgur.com/55RpaF3.png,News,426x240,iptv-org-all.txt,1808,200,成功,h264,12.5,有音频,0.823,10,10
Long Beach Television (720p),https://edge-f.swagit.com/live/longbeachca/live-3-a/playlist.m3u8,LBTV.us@SD,,,,https://i.imgur.com/DjkVuFF.png,Legislative,1280x720,iptv-org-all.txt,1229,200,成功,h264,30.0,有音频,0.413,8,8
Italia 2 TV (480p) [Geo-blocked],http://wms.shared.streamshow.it/italia2/mp4:italia2/playlist.m3u8,Italia2TV.it@SD,,,,https://i.imgur.com/TDSgG28.png,Undefined,1280x720,iptv-org-all.txt,563,200,成功,h264,25.0,有音频,1.944,8,8
Manaclar Television [Not 24/7],https://5790d294af2dc.streamlock.net/manaclar/manaclar/playlist.m3u8,ManaclarTelevision.do@SD,,,,https://www.vivalivetv.com/public/files/shows/0/1/3445-294x165-FFFFFF.jpg,General,1920x1080,iptv-org-all.txt,25,200,成功,h264,29.97002997002997,有音频,0.889,8,8
Legislative Assembly of British Columbia Committee A,https://cdn3.wowza.com/5/YldIU1hsTlljRWZF/hbs-prim-dougfir-httpo/DougFirP.smil/playlist.m3u8,LegislativeAssemblyofBritishColumbiaCommitteeA.ca@SD,,,,https://www.lyngsat.com/logo/tv/ll/legislative-assembly-of-british-columbia-ca.png,Legislative,960x540,iptv-org-all.txt,2684,200,成功,h264,29.97002997002997,有音频,11.400,59,50
