频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率.1,帧率,音频,ffprobe探测时间,当前动态级,历史动态级,phash重复指数,主phash值,phash唯一指数,phash有效样本数,主phash时间跨度(天),源动态分类
Pluto TV Sci-Fi,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/60ed498c4248a400077c0b9d/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=bc85c840-4b91-11ef-8a44-83c5e90e038f&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=ac2f0a3b-7cc9-4759-8e32-e2b6ba2b3bd5,,,,,,Undefined,426x240,iptv-org-all.txt,33,200,成功,h264,426x240,30.0,有音频,2.408,2.0,0.0,1.0,88883cb97333d697,47.0,57,0.0,动态源
Onza TV (720p),https://stmv1.srvstm.com/gproducciones/gproducciones/playlist.m3u8,OnzaTV.ve@SD,,,,https://i.imgur.com/usrP6T2.png,General,856x480,iptv-org-all.txt,1008,200,成功,h264,856x480,30.0,有音频,0.487,6.0,6.0,2.0,910bce35df2c8b26,25.0,57,0.0,待观察
Pluto TV Comédie,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5f8eb91bb9b9e7000817e67f/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=8e04dc40-1f2c-11ef-86d8-5d587df108c6&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=7eeb5026-2fd1-4f02-8b21-df9f69932d00,PlutoTVComedie.us@France,,,,https://i.imgur.com/1e4IFrS.png,Comedy,426x240,iptv-org-all.txt,29,200,成功,h264,426x240,30.0,有音频,2.571,2.0,2.0,5.0,cdc36763d91a303c,37.0,57,0.0,动态源
Pluto TV Reality,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/6092544e7639460007d4835e/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=8e05edb1-1f2c-11ef-86d8-5d587df108c6&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=97ed3328-d359-49d3-914f-a68568384f64,PlutoTVReality.us@France,,,,https://i.imgur.com/OvN7FCv.png,Entertainment,426x240,iptv-org-all.txt,29,200,成功,h264,426x240,30.0,有音频,2.602,6.0,2.0,7.0,cdc36763d91a303c,42.0,57,0.0,动态源
Pluto TV Serie,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5dc190f7bfed110009d934c3/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=84aeeea2-4b92-11ef-aece-533610f1ea34&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=c39f6559-678d-4811-85d3-2aeecd09668a,PlutoTVSerie.us@Germany,,,,https://i.imgur.com/u3c80e8.png,Series,426x240,iptv-org-all.txt,48,200,成功,h264,426x240,30.0,有音频,2.674,1.0,3.0,8.0,cdc36763d91a303c,32.0,57,0.0,动态源
PLL Network (1080p),https://aegis-cloudfront-1.tubi.video/185b9f38-635d-4cd8-b744-0ffca8ed48ba/pllne.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,1776,200,成功,h264,1920x1080,30.0,有音频,2.781,1.0,0.0,1.0,e8626a28eac2decb,54.0,57,0.0,动态源
Pursuit Channel (1080p),https://d2qa45tniogkj6.cloudfront.net/out/v1/30f129d3a8a8482b9efe5092cf46e601/index.m3u8,PursuitChannel.us@SD,,,,https://upload.wikimedia.org/wikipedia/en/d/d6/Pursuit_Channel_logo.png,Undefined,1920x1080,iptv-org-all.txt,1662,200,成功,h264,1920x1080,29.97002997002997,有音频,3.069,6.0,0.0,2.0,ea4ac20f1dbd8dc1,50.0,57,0.0,动态源
Quantica TV,https://videostream.shockmedia.com.ar:19360/quanticatv/quanticatv.m3u8,QuanticaTV.ar@SD,,,,https://i.imgur.com/6f8EYC2.jpeg,News,1280x720,iptv-org-all.txt,16,200,成功,h264,1280x720,30.0,有音频,0.845,2.0,3.0,2.0,8bb89123c6dcba69,31.0,54,0.0,动态源
QVC 3 (1080p),https://qvc-amd-live.akamaized.net/hls/live/2034113/lsqvc3us/master.m3u8,QVC3.us@SD,,,,https://i.imgur.com/edswdOO.png,Shop,640x360,iptv-org-all.txt,263,200,成功,h264,640x360,30.0,有音频,0.936,6.0,7.0,2.0,f0a3eb72a114e41f,22.0,54,0.0,待观察
Pluto TV Military,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5bb3fea0f711fd76340eebff/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2b1453-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=50b48d94-a9db-4b6e-9b51-1dab5c53dc35,PlutoTVMilitary.us@SD,,,,https://i.imgur.com/O8VXZB4.png,Series,426x240,iptv-org-all.txt,34,200,成功,h264,426x240,30.0,有音频,1.175,1.0,1.0,2.0,d2952d6c3136cc5b,38.0,57,0.0,动态源
Pluto TV MTV Catfish (Spain) (720p) [Not 24/7],https://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5f1ab3c7778230000735cf41/master.m3u8?advertisingId=&appName=web&appStoreUrl=&appVersion=DNT&app_name=&architecture=&buildVersion=&deviceDNT=0&deviceId=5f1ab3c7778230000735cf41&deviceLat=41.1167&deviceLon=1.2500&deviceMake=web&deviceModel=web&deviceType=web&deviceVersion=DNT&includeExtendedEvents=false&marketingRegion=ES&serverSideAds=false&sid=305&terminate=false&userId=,,,,,,Undefined,426x240,iptv-org-all.txt,97,200,成功,h264,426x240,30.0,有音频,1.952,2.0,1.0,7.0,cdc36763d91a303c,42.0,57,0.0,动态源
Pluto TV Nature,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5be1c3f9851dd5632e2c91b2/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=bc85a131-4b91-11ef-8a44-83c5e90e038f&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=9fa0a69a-a988-40a1-8f47-da6f6159bf5c,,,,,,Undefined,426x240,iptv-org-all.txt,25,200,成功,h264,426x240,30.0,有音频,1.755,2.0,0.0,1.0,92d06b39d3aa552e,46.0,57,0.0,动态源
PRIDEtv LATAM (1080p),https://backend.energeek.cl/webtv/pridetvweb/index.m3u8?token=ZZDemoIPTVGH,PRIDEtvLATAM.cl@HD,,,,https://neotv.cl/img/pridetv-512.png,Entertainment;Lifestyle;Music,1920x1080,iptv-org-all.txt,1182,200,成功,h264,1920x1080,30.0,有音频,3.504,1.0,0.0,0.0,9e1e61e926b65383,54.0,54,0.0,动态源
Pluto TV Sitcoms,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5d767ab2b456c8cf265ce921/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=bc85c844-4b91-11ef-8a44-83c5e90e038f&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=dfc7676f-1675-4cca-b1d1-5701f84c4908,,,,,,Undefined,640x360,iptv-org-all.txt,127,200,成功,h264,640x360,30.0,有音频,1.215,2.0,2.0,8.0,cdc36763d91a303c,32.0,57,0.0,动态源
ORTM 1 (540p) [Not 24/7],http://69.64.57.208/ortm/playlist.m3u8,ORTM1.ml@SD,,,,https://i.imgur.com/eKUpcls.png,General,718x480,iptv-org-all.txt,53,200,成功,h264,718x480,25.0,无音频,0.523,6.0,4.0,8.0,0000000000000000,33.0,54,0.0,动态源
Peer TV Alto Adige (1280p),https://iptv.peer.biz/live/peertv-it.m3u8,PeerTVAltoAdige.it@SD,,,,https://www.peer.biz/peertv-iptv/peer-tv-alto-adige.png,Outdoor;Travel,1920x1080,iptv-org-all.txt,2149,200,成功,h264,1920x1080,50.0,有音频,4.098,1.0,0.0,2.0,af8a569094a69767,54.0,57,0.0,动态源
Pluto TV Ciné,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5f8ed0f17564a300082b676a/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=8e052a64-1f2c-11ef-86d8-5d587df108c6&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=aaa3f7a8-585d-4916-bff9-f90769b38333,,,,,,Undefined,426x240,iptv-org-all.txt,35,200,成功,h264,426x240,30.0,有音频,1.714,2.0,1.0,2.0,b89b676058740edb,39.0,57,0.0,动态源
Persiana Latino,https://latinohls.persiana.live/hls/stream.m3u8,PersianaLatino.fr@SD,,,,https://www.lyngsat.com/logo/tv/pp/persiana-latino-fr.png,Movies,1280x720,iptv-org-all.txt,913,200,成功,h264,1280x720,25.0,有音频,1.732,1.0,0.0,2.0,f8f7e0308e6207f8,46.0,57,0.0,动态源
Pro100TV,https://sirius.greenhosting.ru/Pro100tvRu/video.m3u8,Pro100TV.ru@SD,,,,https://i.imgur.com/YfQEflM.png,Animation;Classic;Entertainment;Family;Movies,720x576,iptv-org-all.txt,1341,200,成功,h264,720x576,25.0,有音频,4.524,1.0,0.0,1.0,f0851f7110f507de,51.0,54,0.0,动态源
Peer TV Südtirol (1080p),https://iptv.peer.biz/live/peertv.m3u8,PeerTVSudtirol.it@SD,,,,https://www.peer.biz/peertv-iptv/peer-tv-suedtirol.png,Outdoor;Travel,1920x1080,iptv-org-all.txt,1825,200,成功,h264,1920x1080,50.0,有音频,3.494,1.0,0.0,2.0,c0803f3f85e09fd5,52.0,57,0.0,动态源
Pluto TV Paranormal,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5adf96e3e738977e2c31cb04/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2b1455-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=a6d0c5d3-d3a3-4e4b-acd3-5b277ebb8723,PlutoTVParanormal.us@US,,,,https://i.imgur.com/ApN6nfw.png,Documentary,426x240,iptv-org-all.txt,260,200,成功,h264,426x240,30.0,有音频,1.919,2.0,1.0,2.0,c743799c9271666c,38.0,57,0.0,动态源
Pucón TV (1080p) [Not 24/7],https://pantera1-100gb-cl-movistar.dps.live/pucontv/pucontv.smil/playlist.m3u8,PuconTV.cl@SD,,,,https://i.imgur.com/nO4cV3E.png,Undefined,1920x1080,iptv-org-all.txt,2026,200,成功,h264,1920x1080,30.0,有音频,3.712,2.0,2.0,7.0,e2ec92326de7982c,41.0,57,0.0,动态源
RadioToppers (720p),https://server-67.stream-server.nl:1936/RadioToppers/RadioToppers/playlist.m3u8,RadioToppers.nl@SD,,,,https://i.imgur.com/9OMsUd7.png,Entertainment,1280x720,iptv-org-all.txt,1998,200,成功,h264,1280x720,25.0,有音频,2.75,1.0,2.0,4.0,9179c9386e926ed1,28.0,57,0.0,动态源
Paramount Network East,https://fl1.moveonjoy.com/PARAMOUNT_NETWORK/index.m3u8,ParamountNetwork.us@East,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Paramount_Network.svg/512px-Paramount_Network.svg.png,Movies;Series,1280x720,iptv-org-all.txt,2222,200,成功,h264,1280x720,59.94005994005994,有音频,2.465,2.0,0.0,1.0,add523e2c6a9898d,43.0,54,0.0,动态源
Pluto TV Novelas (720p),https://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5dcde0cc2efd2700090b7ff4/master.m3u8?advertisingId=&appName=web&appVersion=5.14.0-0f5ca04c21649b8c8aad4e56266a23b96d73b83a&app_name=web&clientDeviceType=0&clientID=6fbead95-26b1-415d-998f-1bdef62d10be&clientModelNumber=na&deviceDNT=false&deviceId=6fbead95-26b1-415d-998f-1bdef62d10be&deviceLat=19.4358&deviceLon=-99.1441&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=88.0.4324.150&marketingRegion=VE&serverSideAds=false&sessionID=b8e5a857-714a-11eb-b532-0242ac110002&sid=b8e5a857-714a-11eb-b532-0242ac110002&userId=,PlutoTVNovelas.us@SD,,,,https://i.imgur.com/R44LypS.png,Series,426x240,iptv-org-all.txt,271,200,成功,h264,426x240,30.0,有音频,1.203,2.0,3.0,5.0,cdc36763d91a303c,24.0,36,0.0,动态源
Pluto TV Explore,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5ad9b8551b95267e225e59c1/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=bc855314-4b91-11ef-8a44-83c5e90e038f&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=64f3cdf6-1108-4dba-aaa7-66a51e739485,,,,,,Undefined,640x360,iptv-org-all.txt,59,200,成功,h264,640x360,30.0,有音频,1.252,2.0,6.0,9.0,cdc36763d91a303c,3.0,57,0.0,动态源
Radio Weser TV Bremen (576p),https://5857499ee635b.streamlock.net/radiowesertv-live/_definst_/mp4:livestreamTV/playlist.m3u8,RadioWeserTVBremen.de@SD,,,,,Music,1920x1080,iptv-org-all.txt,1689,200,成功,h264,1920x1080,25.0,有音频,2.781,2.0,1.0,2.0,cc26e61bb36e314c,43.0,57,0.0,动态源
Radio Bonita 106.7 (720p),https://cloudvideo.servers10.com:8081/8154/index.m3u8,RadioBonita1067.ec@SD,,,,https://i.imgur.com/IvZtqyz.png,Music,640x360,iptv-org-all.txt,92,200,成功,h264,640x360,29.97002997002997,有音频,2.816,2.0,2.0,8.0,c71e9f614e617807,34.0,57,0.0,动态源
Power Türk Slow (1080p),https://livetv.powerapp.com.tr/pturkslow/slow.smil/playlist.m3u8,PowerTurkSlow.tr@SD,,,,https://i.imgur.com/tQSoQXW.png,Music,1920x1080,iptv-org-all.txt,1843,200,成功,h264,1920x1080,30.0,有音频,5.321,1.0,0.0,2.0,94331bccc4cccfc6,45.0,54,0.0,动态源
Power Türk Akustik (1080p),https://livetv.powerapp.com.tr/pturkakustik/akustik.smil/playlist.m3u8,PowerTurkAkustik.tr@SD,,,,https://i.imgur.com/driabBO.png,Music,1920x1080,iptv-org-all.txt,2149,200,成功,h264,1920x1080,30.0,有音频,5.335,1.0,0.0,1.0,9b2467a12c5b9976,44.0,51,0.0,动态源
Pluto TV Kids Séries,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5f8eb99ff17815000784a3b0/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=8e04dc41-1f2c-11ef-86d8-5d587df108c6&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=1b78d402-2a11-47c6-a674-a4b8f5098e41,PlutoTVKidsSeries.us@France,,,,https://i.imgur.com/pvYpPvs.png,Kids,426x240,iptv-org-all.txt,1976,200,成功,h264,426x240,30.0,有音频,2.021,1.0,0.0,1.0,81396c679c39f646,48.0,57,0.0,动态源
QVC West,https://qvc-amd-live.akamaized.net/hls/live/2034113/lsqvc1uswest/master.m3u8,,,,,,Undefined,640x360,iptv-org-all.txt,113,200,成功,h264,640x360,30.0,有音频,0.819,6.0,7.0,2.0,fc70e247e6077560,22.0,54,0.0,待观察
Radio Televizija Banovina (1080p) [Not 24/7],https://pool.alter-media.hr:1936/live/myStream/playlist.m3u8?DVR=,RadioTelevizijaBanovina.hr@SD,,,,https://i.imgur.com/gCFgC5D.png,Undefined,1280x720,iptv-org-all.txt,2021,200,成功,h264,1280x720,25.0,有音频,2.789,1.0,0.0,8.0,c9a36643e1b416fa,4.0,57,0.0,动态源
Radio Fantástica 98.9 FM (1080p),http://190.107.232.9:8082/livestream/stream.m3u8,RadioFantastica989FM.ec@SD,,,,https://i.imgur.com/mpcIbrH.jpg,Music,1920x1080,iptv-org-all.txt,164,200,成功,h264,1920x1080,29.97002997002997,有音频,0.907,2.0,1.0,2.0,9b996d994c659368,31.0,51,0.0,动态源
Out TV Proud,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/6368e15a51e9560007c592ed/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7b6614-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=48221a4e-19a7-43c2-952b-2a59f488a79d,,,,,,Undefined,426x240,iptv-org-all.txt,85,200,成功,h264,426x240,30.0,有音频,1.683,2.0,1.0,6.0,eecb013d16b41337,41.0,57,0.0,动态源
Palenque TV,https://tv.bitstreaming.net:3234/live/palenquetvlive.m3u8,PalenqueTV.bo@SD,,,,https://i.imgur.com/wAIBvaO.png,General,852x480,iptv-org-all.txt,1220,200,成功,h264,852x480,30.0,有音频,0.721,2.0,3.0,2.0,9334adf01bd62743,26.0,48,0.0,动态源
Onni TV (720p),https://onnitv.digitacdn.net/live/ott/onnitv/playlist.m3u8,OnniTV.fi@SD,,,,https://i.imgur.com/Vba4jUk.png,General,1280x720,iptv-org-all.txt,1970,200,成功,h264,1280x720,25.0,有音频,6.085,1.0,0.0,1.0,c0c0c9fc4be2b61f,49.0,57,0.0,动态源
Rakuten TV Drama Movies Spain (1080p),https://a7089c89d85f453d850c4a1518b43076.mediatailor.eu-west-1.amazonaws.com/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-6092/master.m3u8,RakutenTVDramaMovies.es@Spain,,,,https://i.imgur.com/Meew6eX.png,Movies,1920x1080,iptv-org-all.txt,983,200,成功,h264,1920x1080,25.0,有音频,3.845,1.0,0.0,1.0,edd91327076e2932,53.0,54,0.0,动态源
Rakuten TV Top Movies Germany (1080p),https://cbb622b29f5d43b598991f3fa19de291.mediatailor.eu-west-1.amazonaws.com/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-5985/master.m3u8,RakutenTVTopMovies.es@Germany,,,,https://i.imgur.com/Meew6eX.png,Movies,1920x1080,iptv-org-all.txt,1423,200,成功,h264,1920x1080,25.0,有音频,6.23,1.0,0.0,0.0,e25817a759356d8a,51.0,51,0.0,动态源
Rajawali TV,https://rtvstream.rtv.co.id:4555/hls/rtv.m3u8,RajawaliTV.id@SD,,,,https://i.imgur.com/dlsv1sl.png,Undefined,,iptv-org-all.txt,5947,200,成功,h264,,,有音频,1.67,2.0,2.0,2.0,973cac00b9c656fc,36.0,54,0.0,动态源
Rakuten TV Asian Cinema Italy (1080p),https://asian-cinema-rakuten-tv-it.fast.rakuten.tv/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-6431/master.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,1195,200,成功,h264,1920x1080,25.0,有音频,6.54,1.0,0.0,1.0,d99626589b93936c,53.0,54,0.0,动态源
Power Dance (1080p),https://livetv.powerapp.com.tr/dance/dance.smil/playlist.m3u8,PowerDance.tr@SD,,,,https://i.imgur.com/QpPteBO.png,Music,1920x1080,iptv-org-all.txt,3417,200,成功,h264,1920x1080,30.0,有音频,4.485,1.0,0.0,2.0,cc98a33327327673,42.0,54,0.0,动态源
Pluto TV Paranormal (England) (720p),https://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5d4af2ffa9506ab29cf38c38/master.m3u8?advertisingId=&appName=web&appStoreUrl=&appVersion=DNT&app_name=&architecture=&buildVersion=&deviceDNT=0&deviceId=5d4af2ffa9506ab29cf38c38&deviceLat=&deviceLon=&deviceMake=web&deviceModel=web&deviceType=web&deviceVersion=DNT&includeExtendedEvents=false&marketingRegion=US&serverSideAds=false&sid=216&terminate=false&userId=,,,,,,Undefined,640x360,iptv-org-all.txt,121,200,成功,h264,640x360,30.0,有音频,1.388,1.0,1.0,5.0,cdc36763d91a303c,43.0,57,0.0,动态源
Radio Italia Trend (720p),https://amg00745-radioitailaspa-radioitalia-rakuten-sucsc.amagi.tv/hls/amagi_hls_data_rakutenAA-radioitalia-rakuten/CDN/master.m3u8,RadioItaliaTrendTV.it@HD,,,,https://i.imgur.com/HNrKqGM.png,Music,1280x720,iptv-org-all.txt,1960,200,成功,h264,1280x720,25.0,有音频,0.81,2.0,0.0,1.0,99ab66d8992666d8,49.0,57,0.0,动态源
Pluto TV Reality,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5d8bf0b06d2d855ee15115e3/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2b1458-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=fd4b606c-bae5-4281-8fa3-b78c6e293fbe,PlutoTVReality.us@US,,,,https://i.imgur.com/OvN7FCv.png,Entertainment,426x240,iptv-org-all.txt,40,200,成功,h264,426x240,30.0,有音频,1.323,2.0,1.0,4.0,e363ba968cc656a4,40.0,57,0.0,动态源
Orange County Orange TV (Orange County FL) (720p),https://otv3.ocfl.net/OrangeTV/smil:OrangeTV.smil/playlist.m3u8,OrangeTV.us@SD,,,,https://i.imgur.com/ANfTXIe.png,Legislative,640x360,iptv-org-all.txt,1353,200,成功,h264,640x360,59.94005994005994,有音频,2.964,1.0,2.0,2.0,fa2bd4d18b56ac42,39.0,57,0.0,动态源
Padre Pio TV (1080p),https://600f07e114306.streamlock.net/PadrePioTV/livestream/playlist.m3u8,PadrePioTV.it@SD,,,,https://upload.wikimedia.org/wikipedia/en/a/a4/Padre_Pio_TV.jpg,Religious,1920x1080,iptv-org-all.txt,1317,200,成功,h264,1920x1080,25.0,有音频,2.323,2.0,2.0,5.0,c2d53e55c3763829,44.0,57,0.0,动态源
Pantalla Clásica EC (512p) [Not 24/7],https://live21.bozztv.com/akamaissh101/ssh101/pantallaclasics/playlist.m3u8,PantallaClasicaEC.ec@SD,,,,https://i.imgur.com/mhbERF9.jpg,Movies;Series,904x512,iptv-org-all.txt,23,200,成功,h264,904x512,30.0,有音频,0.89,1.0,2.0,2.0,9db1318cc73b50ce,35.0,51,0.0,动态源
Radio 538 (270p),https://radio538.prd1.talpatvcdn.nl/22e9bbf9616547d7bc162c993009c533/index.m3u8,Radio538.nl@SD,,,,https://i.postimg.cc/VLpHDcpv/radio538.png,Undefined,1920x1080,iptv-org-all.txt,1592,200,成功,h264,1920x1080,25.0,有音频,2.178,1.0,0.0,1.0,b2e32d1b4c3c29cb,54.0,57,0.0,动态源
Rakuten TV Sci-Fi Spain,https://sci-fi-rakuten-tv-es.fast.rakuten.tv/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-6740/master.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,1254,200,成功,h264,1920x1080,25.0,有音频,7.2,1.0,0.0,1.0,c6a30b5c397b1c55,46.0,48,0.0,动态源
Radio Impacto 2 (288p) [Not 24/7],https://panel.streamingtv-mediacp.online:1936/jawepvrvyz/jawepvrvyz/playlist.m3u8,RadioImpacto2.ec@SD,,,,https://i.imgur.com/YvK1hm7.png,Undefined,512x288,iptv-org-all.txt,2180,200,成功,h264,512x288,30.0,有音频,2.779,2.0,1.0,4.0,c04b7f95139394b5,35.0,57,0.0,动态源
Orange County Vision TV (Orange County FL) (720p),https://otv3.ocfl.net/VisionTV/smil:VisionTV.smil/playlist.m3u8,VisionTV.us@SD,,,,https://i.imgur.com/XnxPIqn.png,Education,640x360,iptv-org-all.txt,1270,200,成功,h264,640x360,59.94005994005994,有音频,2.565,2.0,2.0,2.0,d368905a6db6cf48,35.0,57,0.0,动态源
Pluto TV Historias de Ultratumba (720p),https://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5f4d3696d938c900072679fd/master.m3u8?advertisingId=&appName=web&appVersion=5.14.0-0f5ca04c21649b8c8aad4e56266a23b96d73b83a&app_name=web&clientDeviceType=0&clientID=6fbead95-26b1-415d-998f-1bdef62d10be&clientModelNumber=na&deviceDNT=false&deviceId=6fbead95-26b1-415d-998f-1bdef62d10be&deviceLat=19.4358&deviceLon=-99.1441&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=88.0.4324.150&marketingRegion=VE&serverSideAds=false&sessionID=b8e5a857-714a-11eb-b532-0242ac110002&sid=b8e5a857-714a-11eb-b532-0242ac110002&userId=,PlutoTVHistoriasdeUltratumba.us@SD,,,,https://i.imgur.com/JDF6Qp5.png,Undefined,854x480,iptv-org-all.txt,51,200,成功,h264,854x480,30.0,有音频,1.825,6.0,4.0,2.0,cdc36763d91a303c,19.0,30,0.0,动态源
Pluto TV Adventure,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/653bdb0fbdf3cf00089cc395/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7b8d21-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=272950eb-6667-4241-84ba-48c0968ea09d,,,,,,Undefined,426x240,iptv-org-all.txt,50,200,成功,h264,426x240,30.0,有音频,1.594,2.0,0.0,1.0,dccda034b6a6a1b3,44.0,57,0.0,动态源
PBS Antiques Road Trip (1080p),https://amg02333-pbs-amg02333c1-samsung-au-1253.playouts.now.amagi.tv/PBSD-AntiquesRoadTripSF-samsung/playlist.m3u8,AntiquesRoadTrip.us@SD,,,,https://i.imgur.com/kkm7VqV.png,Lifestyle,1920x1080,iptv-org-all.txt,1641,200,成功,h264,1920x1080,29.97002997002997,有音频,1.323,1.0,0.0,1.0,a1c65b3dd6e8151a,55.0,57,0.0,动态源
Radio Tele Planet Compas (720p) [Not 24/7],https://5dcab9aed5331.streamlock.net/mrcompas1/livestream/playlist.m3u8,RadioTelePlanetCompas.ht@SD,,,,https://i.imgur.com/ddb4lsa.png,General,1280x720,iptv-org-all.txt,294,200,成功,h264,1280x720,30.0,有音频,1.447,2.0,1.0,4.0,d010ee473f312e2f,35.0,51,0.0,动态源
Pamir TV (1080p) [Not 24/7],http://live.stream.cdn.pamirtv.com/ptv/d0dbe915091d400bd8ee7f27f0791303.sdp/index.m3u8,PamirTV.ca@SD,,,,https://i.imgur.com/sCBbBOj.png,Culture;Music,1920x1080,iptv-org-all.txt,1815,200,成功,h264,1920x1080,24.0,有音频,0.855,2.0,2.0,2.0,b6c170f0e9f8c5e0,33.0,57,0.0,动态源
